"REALINCREMENT_1","REALINCREMENT_2","REALINCREMENT_3","REALINCREMENT_4","REALINCREMENT_5","REALINCREMENT_6","REALINCREMENT_7","REALINCREMENT_8","REALINCREMENT_9","REALINCREMENT_10","REALINCREMENT_11","REALINCREMENT_12","REALINCREMENT_13","REALINCREMENT_14","REALINCREMENT_15","REALINCREMENT_16","REALINCREMENT_17","REALINCREMENT_18","REALINCREMENT_19","REALINCREMENT_20","REALINCREMENT_21","REALINCREMENT_22","REALINCREMENT_23","REALINCREMENT_24","REALINCREMENT_25","REALINCREMENT_26","REALINCREMENT_27","REALINCREMENT_28","REALINCREMENT_29","REALINCREMENT_30","REALINCREMENT_31","REALINCREMENT_32","REALINCREMENT_33","REALINCREMENT_34","REALINCREMENT_35","REALINCREMENT_36","REALINCREMENT_37","REALINCREMENT_38","REALINCREMENT_39","REALINCREMENT_40","REALINCREMENT_41","REALINCREMENT_42","REALINCREMENT_43","REALINCREMENT_44","REALINCREMENT_45","REALINCREMENT_46","REALINCREMENT_47","REALINCREMENT_48","Iteration"
25,0,0,0,0,0,0,25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0
0,0,0,0,0,0,25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0
0,0,0,0,0,25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0
0,0,0,0,25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0
0,0,25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,0
0,25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0
12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0
63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,0
12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0
0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0
12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,0
0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0
25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0
13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0
0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0
0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0
0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0
12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0
0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0
12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0
13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,0
62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,0
12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,0
38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,0
0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,0
12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,0
13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0
25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,0
24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,0
0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,0
0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,0
37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,0
0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0
0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0
0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0
0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0
25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0
62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,0
50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,0
13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,0
12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,0
0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,0
0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0
0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,0
50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0
0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,0
0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,0
0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0
0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0
0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0
0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0
0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,0
37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,0
25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,0
50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,0
37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,0
25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,0
37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,0
38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0
0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,0
0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0
25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,0
12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0
13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0
25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,0
0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0
12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,0
0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0
0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0
0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0
0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0
0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,0
62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0
100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,0
12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,0
0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,0
25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,0
12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,0
13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,0
0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,0
0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,0
12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,0
0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0
13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0
12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,0
0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0
0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0
13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0
37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,0
50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,0
13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,0
37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0
25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,0
12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,0
38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,0
12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,0
0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0
0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,0
13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,0
0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0
0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,0
0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0
0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0
13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0
0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,0
37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,0
13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,0
52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,0
50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,0
0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0
12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,0
25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0
50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0
12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,0
13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,0
0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,0
0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0
12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,0
0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0
0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0
0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0
0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0
0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0
12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,0
25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,0
50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,0
88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0
0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0
37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,0
25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,0
38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,0
0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,0
12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,12,0
13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,12,38,0
25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,12,38,50,12,25,0
0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,12,38,50,12,25,12,0
